major (origin),major2 (disambiguated),ID
all,all,1304
All,all,1304
人力资源管理,工商管理,1202
人力资源管理（人力资源管理、公共事业管理）,工商管理,1202
人力资源管理（含公共事业管理专业、人力资源管理专业）,工商管理,1202
人力资源管理（国家专项）,工商管理,1202
人力资源管理科,工商管理,1202
人工智能,计算机科学与技术,812
人文地理与城乡规划,地理学,705
人文地理与城乡规划（汉）,地理学,705
人文地理与城乡规划(单列),地理学,705
人文地理与城乡规划(南疆单列),地理学,705
人文地理与城乡规划（藏）,地理学,705
人文社科类,文科实验班,1301
人文科地理科与城乡规划,地理学,705
人文科学试验班,文科实验班,1301
人文科学试验班(人文艺术传播类),艺术学,504
人文科学试验班（可选专业：汉语言文学、历史、哲学）,文科实验班,1301
人文科学试验班（可选专业：汉语言文学、历史学、哲学）,文科实验班,1301
人文科学试验班（汉语言文学、历史学、哲学、法学）,文科实验班,1301
人文科学试验班（民考汉）,社会学,303
人文科学试验班(弘毅学堂),弘毅学堂,1401
人文科学试验班（国学方向）,文科实验班,1301
人文科学试验班（国家专项）,文科实验班,1301
儿科学,临床医学,1002
儿科学(五年),临床医学,1002
儿科学（五年制）,临床医学,1002
力学类(茅以升学院),茅以升学院,1402
土木工程,土木工程,814
土木工程 ,土木工程,814
土木工程（/普通类）,土木工程,814
土木工程(专项理）,土木工程,814
土木工程（中外合作）,土木工程,814
土木工程(中外合作),土木工程,814
土木工程（中外合作办学 中加）,土木工程,814
土木工程（中外合作办学）,土木工程,814
土木工程（公路与桥梁）,土木工程,814
土木工程（双语类）,土木工程,814
土木工程（汉）,土木工程,814
土木工程（含国际班）,土木工程,814
土木工程（卓越计划实验班）,土木工程,814
土木工程（国防生）,土木工程,814
土木工程（国家贫困专项）,土木工程,814
土木工程（单列）,土木工程,814
土木工程（单列类）,土木工程,814
土木工程(定向)（单列）,土木工程,814
土木工程(城市地下空间),土木工程,814
土木工程（城市地下空间）,土木工程,814
土木工程（普通类）,土木工程,814
土木工程（藏）,土木工程,814
土木工程【土木工程、土木工程（国际班）】,土木工程,814
土木类,土木工程,814
土木类(土木工程、建筑环境与能源应用工程、给排水科学与工程),土木工程,814
土木类（土木工程、建筑环境与能源应用工程、给排水科学与工程）,土木工程,814
土木类(中外合作办学),土木工程,814
土木类(茅以升学院),茅以升学院,1402
土木类（国家专项计划）,土木工程,814
土木类（高校专项）,土木工程,814
土地资源管理,公共管理,1204
土地资源管理（提前批）,公共管理,1204
土地资源管理科,公共管理,1204
土地整治工程,土木工程,814
土地整治工程（提前批）,土木工程,814
工业工程,轻工技术与工程,822
工业工程(工业技术管理方向),轻工技术与工程,822
工业工程（工业技术管理方向）,轻工技术与工程,822
工业工程（双语类）,轻工技术与工程,822
工业工程（招考方向:工业技术管理方向）,轻工技术与工程,822
工业工程（单列）,轻工技术与工程,822
工业工程（普通类）,轻工技术与工程,822
工业工程类,轻工技术与工程,822
工业工程类（中外合作办学）,轻工技术与工程,822
工业工程类（管理学Ⅰ）,轻工技术与工程,822
工业设计,轻工技术与工程,822
工业设计(双语类),轻工技术与工程,822
工业设计（单列）,轻工技术与工程,822
工业设计（普通类）,轻工技术与工程,822
工科试验班,工科实验班,1303
工科试验班(土木与环境类),环境科学与工程,830
工科试验班（大数据技术）,计算机科学与技术,812
工科试验班（电子类）,机械工程,802
工科试验班（电气类）,电气工程,808
工科试验班（生工高精尖班）,化学工程与技术,817
工科试验班(弘毅学堂),弘毅学堂,1401
工科试验班(动力与机械类),动力工程及工程热物理,807
工科试验班(动力装备与安全),动力工程及工程热物理,807
工科试验班（地质与水利工程类）,地质资源与地质工程,818
工科试验班（机械类）,机械工程,802
工科试验班（机械类）（汉）,机械工程,802
工科试验班（轨道交通）,交通运输工程,823
工科试验班（交通类）,交通运输工程,823
工科试验班（环境类）,环境科学与工程,830
工科试验班（矿业与安全类）,矿业工程,819
工科试验班(建筑城规景观与设计类),建筑学,813
工科试验班（城市建设类）,建筑学,813
工科试验班(信息类),信息与通讯工程,810
工科试验班(信息类)(少),信息与通讯工程,810
工科试验班(信息类)(汉),信息与通讯工程,810
工科试验班（高材精英班）,工科实验班,1303
工科试验班（能源类）,工科实验班,1303
工科试验班(绿色化工与生物医药),药学,1007
工科试验班（绿色化工与新能源类）,农业工程,828
工科试验班（提前批）,工科实验班,1303
工科试验班(智能化制造类),机械工程,802
工科试验班(智能交通与车辆类),机械工程,802
工科试验班(智能交通与车辆类)(少),机械工程,802
工科试验班(智能交通与车辆类)(汉),机械工程,802
工科试验班类（医工交叉试验班）,工科实验班,1303
工科试验班类(医工交叉试验班),工科实验班,1303
工科试验班类(卓越计划),工科实验班,1303
工科试验班类(国际通用工程学院),工科实验班,1303
工科试验班类（国际通用工程学院）,工科实验班,1303
工科试验班类(信息类),信息与通讯工程,810
工科试验班类（信息类）,信息与通讯工程,810
工科试验班类（航空航天类）,航空宇航科学与技术,825
工科试验班类(航空航天类),航空宇航科学与技术,825
工商管理,工商管理,1202
工商管理  (  中小企业管理  ),工商管理,1202
工商管理（五年）,工商管理,1202
工商管理（中外合作办学）,工商管理,1202
工商管理(中外合作办学),工商管理,1202
工商管理(中法创新实验班),工商管理,1202
工商管理（中法实验班）,工商管理,1202
工商管理(中法实验班),工商管理,1202
工商管理（中美121）,工商管理,1202
工商管理(中美校际交流),工商管理,1202
工商管理（双语实验班）,工商管理,1202
工商管理（双语类）,工商管理,1202
工商管理(双语教学班),工商管理,1202
工商管理（地球科学与商务）,工商管理,1202
工商管理（地球科学与商务方向）,工商管理,1202
工商管理(环境商务),工商管理,1202
工商管理（国际商务管理实验班）,工商管理,1202
工商管理（南疆单列）,工商管理,1202
工商管理（普通类）,工商管理,1202
工商管理[中法创新实验班],工商管理,1202
工商管理科,工商管理,1202
工商管理科类,工商管理,1202
工商管理科类（中美121双学位班，全英文科教学）,工商管理,1202
"工商管理科类(中美联合培养121国际班,全英文科教学)",工商管理,1202
工商管理科类(全英文科教学，中美121双学位班),工商管理,1202
"工商管理科类(会计学全英文科教学,中美联合培养121国际班)",工商管理,1202
"工商管理科类(旅游管理科全英文科教学,中美联合培养121国际班)",工商管理,1202
工商管理科类(酒店管理科专业全英文科教学，中美121双学位班),工商管理,1202
工商管理类,工商管理,1202
工商管理类 ,工商管理,1202
工商管理类（工商学院）,工商管理,1202
工商管理类（工商管理）,工商管理,1202
工商管理类(工商管理、人力资源管理),工商管理,1202
工商管理类(工商管理、人力资源管理、市场营销),工商管理,1202
工商管理类(工商管理、市场营销、人力资源管,工商管理,1202
工商管理类(工商管理、市场营销、人力资源管理),工商管理,1202
工商管理类（工商管理、市场营销、人力资源管理）,工商管理,1202
工商管理类(工商管理、会计学),工商管理,1202
工商管理类（工商管理、会计学）,工商管理,1202
工商管理类（工商管理、会计学）(少数民族）,工商管理,1202
工商管理类（工商管理、会计学）（汉族）,工商管理,1202
工商管理类（工商管理、会计学、市场营销）,工商管理,1202
"工商管理类（工商管理、会计学、市场营销、旅游管理、信息管理与信息系统
）",工商管理,1202
工商管理类（工商管理、会计学、市场营销、旅游管理、信息管理与信息系统）,工商管理,1202
工商管理类（工商管理、会计学、市场营销统）,工商管理,1202
工商管理类(专项文）,工商管理,1202
工商管理类(专项理）,工商管理,1202
工商管理类（少）,工商管理,1202
工商管理类（中外合作办学）,工商管理,1202
工商管理类（中外合作办学）（工商管理）,工商管理,1202
工商管理类(中外合作办学)(工商管理)(新华),工商管理,1202
工商管理类(中外合作办学)（工商管理）（新华国际商学院）,工商管理,1202
工商管理类(中外合作办学)(市场营销)(新华),工商管理,1202
工商管理类(中外合作办学)（市场营销）(新华国际商学院）,工商管理,1202
工商管理类(中外合作办学)(会计学(国际会计方向))(亚澳),工商管理,1202
工商管理类(中外合作办学)(会计学)(亚澳),工商管理,1202
工商管理类(中外合作办学)（会计学）（亚澳商学院）,工商管理,1202
工商管理类(中外合作办学)(会计学)(新华),工商管理,1202
工商管理类(中外合作办学)（会计学）（新华国际商学院）,工商管理,1202
工商管理类(中外合作办学)(国际商务)(亚澳),工商管理,1202
工商管理类(中外合作办学)（国际商务）（亚澳商学院）,工商管理,1202
工商管理类（文史）,工商管理,1202
工商管理类（文史国家贫困专项）,工商管理,1202
工商管理类（双语类）,工商管理,1202
工商管理类（汉）,工商管理,1202
工商管理类（会计学、工商管理）,工商管理,1202
工商管理类（会计学、工商管理、市场营销）,工商管理,1202
工商管理类（会计学院）,工商管理,1202
工商管理类（含:工商管理）,工商管理,1202
工商管理类(含工商管理、市场营销、人力资源管理、会计学、财务管理专业),工商管理,1202
工商管理类(含市场营销、工商管理、人力资源管理),工商管理,1202
工商管理类（国家专项）,工商管理,1202
工商管理类（国家专项计划）,工商管理,1202
工商管理类（国家贫困专项）,工商管理,1202
工商管理类（单列类）,工商管理,1202
工商管理类(南疆),工商管理,1202
工商管理类(南疆单列),工商管理,1202
工商管理类（理工）,工商管理,1202
工商管理类（理工国家贫困专项）,工商管理,1202
工商管理类（厦门大学与爱尔兰都柏林商学院合作举办）,工商管理,1202
工商管理类（普通类）,工商管理,1202
工商管理类（管理学Ⅱ）,工商管理,1202
工商管理类）,工商管理,1202
工程力学,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
工程力学（钱令希力学创新实验班）,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
工程力学【工程力学、飞行器设计与工程】,航空宇航科学与技术,825
工程造价,轻工技术与工程,822
工程管理,工商管理,1202
工程管理(中外合作办学),工商管理,1202
工程管理（双语类）,工商管理,1202
工程管理（单列）,工商管理,1202
工程管理（单列类）,工商管理,1202
工程管理（普通类）,工商管理,1202
工程管理科,工商管理,1202
大气科学,大气科学,706
大气科学(菁英班),大气科学,706
大气科学类,大气科学,706
大气科学类 ,大气科学,706
大数据管理与应用,数学,701
小学教育,教育学,401
小学教育(中文师范),教育学,401
小学教育（师范）,教育学,401
小学教育(师范),教育学,401
小学教育(英语师范),教育学,401
小学教育(科学师范),教育学,401
小学教育(信息技术师范),教育学,401
小学教育(数学师范),教育学,401
小学教育(德育师范),教育学,401
口腔医学,口腔医学,1003
口腔医学 ,口腔医学,1003
口腔医学(5+3),口腔医学,1003
口腔医学(五加三一体化),口腔医学,1003
口腔医学（五年）,口腔医学,1003
口腔医学(五年),口腔医学,1003
口腔医学(五年制),口腔医学,1003
口腔医学（五年制）,口腔医学,1003
口腔医学（国家贫困专项）,口腔医学,1003
口腔医学（学制五年）,口腔医学,1003
口腔医学(南单理）,口腔医学,1003
口腔医学技术,口腔医学,1003
广告学,新闻传播学,503
广告学 ,新闻传播学,503
广告学(双语类),新闻传播学,503
广告学（单列）,新闻传播学,503
广告学（厦门大学马来西亚分校）,新闻传播学,503
广告学（普通类）,新闻传播学,503
广告学(数字营销方向),新闻传播学,503
广播电视工程,艺术学,504
广播电视学,艺术学,504
广播电视编导,艺术学,504
广播电视编导（艺术文）,艺术学,504
卫生检验与检疫,公共卫生与预防医学,1004
飞行技术,哲学,101
飞行器动力工程,动力工程及工程热物理,807
飞行器设计与工程,航空宇航科学与技术,825
飞行器设计与工程（航天）,航空宇航科学与技术,825
飞行器环境与生命保障工程,航空宇航科学与技术,825
飞行器制造工程,航空宇航科学与技术,825
飞行器制造工程（航空维修工程与技术）,航空宇航科学与技术,825
飞行器适航技术,航空宇航科学与技术,825
飞行器控制与信息工程,航空宇航科学与技术,825
马克思主义理论,马克思主义理论,305
马克思主义理论 ,马克思主义理论,305
无机非金属材料工程,材料科学与工程,805
艺术设计学,艺术学,504
木材科学与工程,林业工程,829
木材科学与工程（中加合作办学项目）,林业工程,829
历史学,历史学,601
历史学（公费师范）,历史学,601
历史学（文史哲基地）,历史学,601
历史学（双语类）,历史学,601
历史学（师范）,历史学,601
历史学(师范),历史学,601
历史学（免费师范）,历史学,601
历史学（单列类）,历史学,601
历史学（预科）,历史学,601
历史学(基地班),历史学,601
历史学（基地班）,历史学,601
历史学（普通类）,历史学,601
历史学（蒙授）,历史学,601
历史学类,历史学,601
历史学类 ,历史学,601
历史学类（南疆计划）,历史学,601
历史建筑保护工程,建筑学,813
历史组,历史学,601
车辆工程,机械工程,802
车辆工程 ,机械工程,802
车辆工程(汉),机械工程,802
车辆工程（民）,机械工程,802
车辆工程(民),机械工程,802
车辆工程(汽车),机械工程,802
车辆工程（英语强化）,机械工程,802
车辆工程（卓越计划）,机械工程,802
车辆工程（定向）,机械工程,802
车辆类,机械工程,802
车辆类（国家专项）,机械工程,802
日语,外国语言文学,502
日语 ,外国语言文学,502
日语（文）,外国语言文学,502
日语（文科）,外国语言文学,502
日语（外语要求不低于110分）,外国语言文学,502
日语（宝山校区）,外国语言文学,502
日语（经贸日语）,外国语言文学,502
日语（经贸日语）（零起点）,外国语言文学,502
日语（涉外法商）,外国语言文学,502
日语（理）,外国语言文学,502
日语（提前批）,外国语言文学,502
日语（蒙授）,外国语言文学,502
日语(零起点),外国语言文学,502
日语（零起点）,外国语言文学,502
中西医临床医学,中西医结合,1006
中医学,中医学,1005
中医学（厦门大学马来西亚分校）,中医学,1005
中国少数民族语言文学,中国语言文学,501
中国少数民族语言文学（文史）,中国语言文学,501
中国少数民族语言文学（理工）,中国语言文学,501
中国少数民族语言文学（维吾尔语言/普通类）,中国语言文学,501
中国少数民族语言文学（朝鲜语言文学）,中国语言文学,501
中国少数民族语言文学（朝鲜语言文学）（中韩翻译）,中国语言文学,501
中国语言文学类,中国语言文学,501
中国语言文学类（双语类）,中国语言文学,501
中国语言文学类(汉语言文学、汉语国际教育),中国语言文学,501
中国语言文学类（汉语言文学、汉语国际教育）,中国语言文学,501
中国语言文学类(汉语言文学、秘书学)(含国家文科基地班),中国语言文学,501
中国语言文学类（汉语国际教育、汉语言）,中国语言文学,501
中国语言文学类（汉语国际教育、汉语言、汉语言文学）,中国语言文学,501
中国语言文学类(含汉语言文学(基地班)、秘书学、古典文献学),中国语言文学,501
中国语言文学类(茅以升学院),中国语言文学,501
中国语言文学类（单列类）,中国语言文学,501
中国语言文学类（普通类）,中国语言文学,501
中国语言文科学类,中国语言文学,501
中草药栽培与鉴定,中医学,1005
中药学,中医学,1005
中药资源与开发,中医学,1005
水土保持与荒漠化防治,林学,907
水文与水资源工程,水利工程,815
水文与水资源工程（双语类）,水利工程,815
水文与水资源工程（单列类）,水利工程,815
水文与水资源工程（普通类）,水利工程,815
水产养殖学,水产,908
水产养殖学（国家专项计划）,水产,908
水产类,水产,908
水利水电工程,水利工程,815
水利水电工程（民）,水利工程,815
水利水电工程（定向）,水利工程,815
水利水电工程（闽台合作）,水利工程,815
水利水电工程(闽台合作),水利工程,815
水利类,水利工程,815
水利类 ,水利工程,815
水利类（工学Ⅴ）,水利工程,815
水族科学与技术,生物学,710
水族科学与技术（国家专项计划）,生物学,710
化工与制药类,化学工程与技术,817
化工与制药类（化工环境生命类创新实验班）,化学工程与技术,817
化工与制药类（创新实验班）,化学工程与技术,817
化工与制药类(含化学工程与工艺、油气储运工程、轻化工程专业),化学工程与技术,817
化工与制药类(国际卓越工程师班),化学工程与技术,817
化工与制药类(国际卓越工程师班）,化学工程与技术,817
化学,化学,703
化学  (  轻化产品质量分析  ),化学,703
化学(中外合作办学),化学,703
化学（公费师范）,化学,703
化学（双语类）,化学,703
化学(师范),化学,703
化学（师范）,化学,703
化学（师范类）,化学,703
化学（免费师范）,化学,703
化学（单列）,化学,703
化学（单列类）,化学,703
化学(南单理）,化学,703
化学（轻化产品质量分析）,化学,703
化学（预科）,化学,703
化学（基地）,化学,703
化学(基地班),化学,703
化学（基础学科拔尖人才培养实验班）,化学,703
化学（普通类）,化学,703
化学工程与工艺,化学工程与技术,817
化学工程与工艺(中外合作办学）,化学工程与技术,817
化学工程与工艺(中外合作办学),化学工程与技术,817
化学工程与工艺(中外合作办学专业),化学工程与技术,817
化学工程与工艺（双语类）,化学工程与技术,817
化学工程与工艺（含化学工程与工艺、生物工程）,化学工程与技术,817
化学工程与工艺（含国际班）,化学工程与技术,817
化学工程与工艺(环境科学与工程),环境科学与工程,830
化学工程与工艺（环境科学与工程）（中外合作办学）,环境科学与工程,830
化学工程与工艺(环境科学与工程)(中外合作办学),环境科学与工程,830
化学工程与工艺（环境科学与工程）(中外合作办学）,环境科学与工程,830
化学工程与工艺(环境科学与工程)(中外合作办学专业),环境科学与工程,830
化学工程与工艺（单列）,化学工程与技术,817
化学工程与工艺（单列类）,化学工程与技术,817
化学工程与工艺（面向泉州）,化学工程与技术,817
化学工程与工艺(面向泉州),化学工程与技术,817
化学工程与工艺（厦门大学马来西亚分校）,化学工程与技术,817
化学工程与工艺(普通类）,化学工程与技术,817
化学工程与工艺（普通类）,化学工程与技术,817
化学工程与工艺(德国吕贝克),化学工程与技术,817
化学工程与工艺(德国克劳斯),化学工程与技术,817
化学工程与工艺-英才班,化学工程与技术,817
化学工程和工艺,化学工程与技术,817
化学化工菁英班,化学工程与技术,817
化学化工菁英班（国家专项）,化学工程与技术,817
化学生物学,化学工程与技术,817
化学-优培计划,化学,703
化学类,化学,703
化学类 ,化学,703
化学类（化妆品科学与技术类和光电信息类）,化学,703
化学类（化学、应用化学）,化学,703
化学类(化学、应用化学),化学,703
化学类(化学、应用化学) ,化学,703
化学类(化学、应用化学、材料化学),化学,703
化学类(含化学、应用化学),化学,703
化学类(含化学、应用化学专业),化学,703
公共卫生与预防医学类,公共卫生与预防医学,1004
公共关系,公共管理,1204
公共关系学,公共管理,1204
公共事业管理,公共管理,1204
公共事业管理 ,公共管理,1204
公共事业管理     ,公共管理,1204
公共事业管理（卫生事业管理）,公共管理,1204
公共事业管理(卫生事业管理方向),公共管理,1204
公共事业管理（文科）,公共管理,1204
公共事业管理(民族班),公共管理,1204
公共事业管理（国家专项计划）,公共管理,1204
公共事业管理（闽台合作项目）,公共管理,1204
公共事业管理(教育管理),公共管理,1204
公共事业管理科,公共管理,1204
公共事业管理科(社会保障管理科方向),公共管理,1204
公共管理科类,公共管理,1204
公共管理类,公共管理,1204
公共管理类　,公共管理,1204
公共管理类（汉）,公共管理,1204
公共管理类(汉),公共管理,1204
公共管理类（民）,公共管理,1204
公共管理类（行政管理、城市管理）,公共管理,1204
公共管理类（含公共事业管理、行政管理、劳动与社会保障专业）,公共管理,1204
公共管理类(含社会学、社会工作、公共事业管理、行政管理、劳动与社会保障专业),公共管理,1204
公共管理类（国家专项）,公共管理,1204
公共管理类(南疆),公共管理,1204
公共管理类（藏）,公共管理,1204
公共管理类(藏),公共管理,1204
公告管理类,公共管理,1204
风景园林,建筑学,813
风景园林（中加合作班）,建筑学,813
风景园林（国家专项计划）,建筑学,813
风景园林（学制5年）,建筑学,813
风景园林（预科）,建筑学,813
文化产业管理,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
文化产业管理（制片管理、公共文化与创意设计方向）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
文化产业管理(制片管理、公共文化与创意设计方向),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
文化产业管理（影视制片管理、文化经纪方向）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
文化遗产,民族学,304
文史,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
文物与保护技术,历史学,601
文物与博物馆学,历史学,601
文物保护技术,历史学,601
文物保护技术(定向),历史学,601
文科试验班类,文科实验班,1301
文科试验班类（语言与传播）,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
文科统招,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
计算机,计算机科学与技术,812
计算机科学与技术,计算机科学与技术,812
计算机科学与技术 (中外合作办学),计算机科学与技术,812
计算机科学与技术 (南单理）,计算机科学与技术,812
计算机科学与技术（大数据技术与应用方向）,计算机科学与技术,812
计算机科学与技术（与会计学复合）,计算机科学与技术,812
计算机科学与技术（日语强化）,计算机科学与技术,812
计算机科学与技术(中外合作办学),计算机科学与技术,812
计算机科学与技术(中外合作办学)（与俄罗斯圣光机大学合作办学，中,计算机科学与技术,812
计算机科学与技术(中外合作办学)（与俄罗斯圣光机大学合作办学，中英,计算机科学与技术,812
计算机科学与技术(中法校际交流),计算机科学与技术,812
计算机科学与技术（计算机卓越计划实验班）,计算机科学与技术,812
计算机科学与技术（双语类）,计算机科学与技术,812
计算机科学与技术(师范),计算机科学与技术,812
计算机科学与技术（网信安全）,计算机科学与技术,812
计算机科学与技术（网络与信息安全方向）,计算机科学与技术,812
计算机科学与技术(网络空间安全),计算机科学与技术,812
计算机科学与技术（免费师范）,计算机科学与技术,812
计算机科学与技术（国家专项计划）,计算机科学与技术,812
计算机科学与技术（金融信息化方向）,计算机科学与技术,812
计算机科学与技术（单列）,计算机科学与技术,812
计算机科学与技术（单列类）,计算机科学与技术,812
计算机科学与技术（定向）,计算机科学与技术,812
计算机科学与技术(定向),计算机科学与技术,812
计算机科学与技术（南疆单列）,计算机科学与技术,812
计算机科学与技术（高校专项）,计算机科学与技术,812
计算机科学与技术（预科）,计算机科学与技术,812
计算机科学与技术（厦门大学马来西亚分校）,计算机科学与技术,812
计算机科学与技术（普通类）,计算机科学与技术,812
计算机科学与技术专业（中外合作办学）,计算机科学与技术,812
计算机科学与技术类,计算机科学与技术,812
计算机类,计算机科学与技术,812
计算机类 ,计算机科学与技术,812
计算机类  (  经济信息管理类  ),计算机科学与技术,812
计算机类  (  经济信息管理类）,计算机科学与技术,812
计算机类  （经济信息管理类）,计算机科学与技术,812
计算机类(中外合作办学),计算机科学与技术,812
"计算机类(中外合作办学,计算机科学与技术)",计算机科学与技术,812
"计算机类(中外合作办学,软件工程)",计算机科学与技术,812
"计算机类(中美联合培养121国际班,全英文科教学)",计算机科学与技术,812
计算机类（计算机）,计算机科学与技术,812
计算机类(计算机学院),计算机科学与技术,812
计算机类（计算机学院）,计算机科学与技术,812
计算机类（计算机科学与技术(与会计学复合)、计算机科学与技术、软件,计算机科学与技术,812
计算机类(计算机科学与技术),计算机科学与技术,812
计算机类（计算机科学与技术、网络工程）,计算机科学与技术,812
计算机类（计算机科学与技术、网络工程、数据科学与大数据技术）,计算机科学与技术,812
计算机类(计算机科学与技术、网络工程、数据科学与大数据技术),计算机科学与技术,812
计算机类（计算机科学与技术、软件工程）,计算机科学与技术,812
计算机类(计算机科学与技术、软件工程),计算机科学与技术,812
计算机类(计算机科学与技术、软件工程) ,计算机科学与技术,812
