major (origin),major2 (disambiguated),ID
测绘工程（普通类）,测绘科学与技术,816
测绘类,测绘科学与技术,816
测绘类（汉）,测绘科学与技术,816
测绘类(茅以升学院),测绘科学与技术,816
测控技术与仪器,测绘科学与技术,816
测控技术与仪器 ,测绘科学与技术,816
语言学,中国语言文学,501
绘画,艺术学,504
绘画(加权成绩),艺术学,504
绘画（加权成绩）,艺术学,504
给排水科学与工程,水利工程,815
给排水科学与工程（双语类）,水利工程,815
给排水科学与工程（单列）,水利工程,815
给排水科学与工程（给排水卓越计划实验班）,水利工程,815
给排水科学与工程（高校专项）,水利工程,815
给排水科学与工程（普通类）,水利工程,815
统计学,应用经济学,202
统计学（双语类）,应用经济学,202
统计学（国家专项计划）,应用经济学,202
统计学（单列）,应用经济学,202
统计学（单列类）,应用经济学,202
统计学（普通类）,应用经济学,202
统计学类,应用经济学,202
统计学类  (  中外合作办学  )  （风险和精算）,应用经济学,202
统计学类  (  中外合作办学  )(  风险和精算  ),应用经济学,202
统计学类（国家专项）,应用经济学,202
统计学类（理学）,应用经济学,202
泰米尔语,外国语言文学,502
泰语,外国语言文学,502
蚕学,畜牧学,905
哲学,哲学,101
哲学 ,哲学,101
哲学（文史哲基地）,哲学,101
哲学类,哲学,101
荷兰语,外国语言文学,502
核工程与核技术,核科学与技术,827
核工程类,核科学与技术,827
核工程类 ,核科学与技术,827
核工程类（核工程与核技术、辐射防护与核安全）,核科学与技术,827
核科学与技术基地班(放射化学方向),核科学与技术,827
核科学与技术基地班(原子核物理),核科学与技术,827
核科学与技术基地班(原子核物理与核技术方向),核科学与技术,827
铁道工程,交通运输工程,823
铁道工程（汉）,交通运输工程,823
特殊教育,教育学,401
特殊教育（公费师范）,教育学,401
特殊教育（公费师范),教育学,401
特殊教育(心理),教育学,401
特殊教育(师范),教育学,401
特殊教育（免费师范）,教育学,401
特殊教育（预科）,教育学,401
徐特立英才班,徐特立英才班,1403
航空航天工程,航空宇航科学与技术,825
航空航天与武器类,航空宇航科学与技术,825
航空航天与武器类（国家专项）,航空宇航科学与技术,825
航空航天类,航空宇航科学与技术,825
航空航天类（国家专项）,航空宇航科学与技术,825
航空航天类（航空航天工程、工程力学）,航空宇航科学与技术,825
高分子材料与工程,材料科学与工程,805
高分子材料与工程  (  高精尖项目  ),材料科学与工程,805
高分子材料与工程(中外合作办学),材料科学与工程,805
高分子材料与工程（中外合作办学）,材料科学与工程,805
高分子材料与工程(中外合作办学专业),材料科学与工程,805
高分子材料与工程（双语类）,材料科学与工程,805
高分子材料与工程（先进材料）,材料科学与工程,805
高分子材料与工程（拔尖人才试点班）,材料科学与工程,805
高分子材料与工程（拔尖人才试点班),材料科学与工程,805
高分子材料与工程(拔尖人才试点班),材料科学与工程,805
高分子材料与工程（单列）,材料科学与工程,805
高分子材料与工程（定向）,材料科学与工程,805
高分子材料与工程(定向),材料科学与工程,805
高分子材料与工程（普通类）,材料科学与工程,805
资源环境科学（本研一体培养班）,环境科学与工程,830
资源勘查工程,地质资源与地质工程,818
资源勘查工程（双语类）,地质资源与地质工程,818
资源勘查工程（地矿）,地质资源与地质工程,818
资源勘查工程（地矿专业）,地质资源与地质工程,818
资源勘查工程(地矿专业),地质资源与地质工程,818
资源勘查工程(含基地班),地质资源与地质工程,818
资源勘查工程（固体矿产）,地质资源与地质工程,818
资源勘查工程（单列）,地质资源与地质工程,818
资源勘查工程（单列类）,地质资源与地质工程,818
资源勘查工程(定向),地质资源与地质工程,818
资源勘查工程（能源）,地质资源与地质工程,818
资源勘查工程(基地班),地质资源与地质工程,818
资源勘查工程（提前批）,地质资源与地质工程,818
资源勘查工程(提前批),地质资源与地质工程,818
资源勘查工程（普通类）,地质资源与地质工程,818
资源勘查工程（新能源地质与工程）,地质资源与地质工程,818
资源循环科学与工程,环境科学与工程,830
旅游管理,工商管理,1202
旅游管理（少数民族）,工商管理,1202
旅游管理(中外合作办学),工商管理,1202
旅游管理（中法联合培养）,工商管理,1202
旅游管理（文史）,工商管理,1202
旅游管理（双语类）,工商管理,1202
旅游管理（双语班文史）,工商管理,1202
旅游管理(双语班南单理）,工商管理,1202
旅游管理（双语班理工）,工商管理,1202
旅游管理（汉族）,工商管理,1202
旅游管理(民族班),工商管理,1202
旅游管理（单列）,工商管理,1202
旅游管理（单列类）,工商管理,1202
旅游管理（理工）,工商管理,1202
旅游管理（普通类）,工商管理,1202
旅游管理（蒙授）,工商管理,1202
旅游管理科,工商管理,1202
旅游管理科类,工商管理,1202
旅游管理类,工商管理,1202
粉体材料科学与工程,材料科学与工程,805
烟草,畜牧学,905
酒店管理,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
酒店管理（双语类）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
酒店管理（单列）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
酒店管理（单列类）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
酒店管理（普通类）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
酒店管理科,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
消防工程,土木工程,814
海事管理,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
海洋工程与技术,船舶与海洋工程,824
海洋工程类,船舶与海洋工程,824
海洋技术,海洋科学,707
海洋技术（厦门大学马来西亚分校）,海洋科学,707
海洋科学,海洋科学,707
海洋科学(菁英班),海洋科学,707
海洋科学（厦门大学马来西亚分校）,海洋科学,707
海洋科学类,海洋科学,707
海洋资源与环境,海洋科学,707
海洋资源开发技术,海洋科学,707
通信工程,信息与通讯工程,810
通信工程(+人工智能，大类招生),信息与通讯工程,810
通信工程（无线多媒体广播技术方向）,信息与通讯工程,810
通信工程(无线多媒体广播技术方向),信息与通讯工程,810
通信工程（中外合作办学）,信息与通讯工程,810
通信工程(双一流实验班，大类招生),信息与通讯工程,810
通信工程（双语类）,信息与通讯工程,810
通信工程(含通信工程、信息对抗技术),信息与通讯工程,810
通信工程（含通信工程、信息对抗技术）（按信息与通信工程类培养）,信息与通讯工程,810
通信工程（卓越工程师班）,信息与通讯工程,810
通信工程(国防生),信息与通讯工程,810
通信工程（单列）,信息与通讯工程,810
通信工程（单列类）,信息与通讯工程,810
通信工程（按信息与通信工程类招生，含通信工程、信息对抗技术）,信息与通讯工程,810
通信工程（按信息与通信工程类培养）,信息与通讯工程,810
通信工程(按信息与通信工程类培养),信息与通讯工程,810
通信工程(按信息与通信工程类培养)(含通信工程、信息对抗技术),信息与通讯工程,810
通信工程（按信息与通信工程类培养，含通信工程、信息对抗技术）,信息与通讯工程,810
通信工程（南疆单列）,信息与通讯工程,810
通信工程(信息与通信工程类),信息与通讯工程,810
通信工程（高校专项）,信息与通讯工程,810
通信工程(教改班),信息与通讯工程,810
通信工程（普通类）,信息与通讯工程,810
通信工程类,信息与通讯工程,810
通信与信息工程类,信息与通讯工程,810
能源与动力工程,动力工程及工程热物理,807
能源与动力工程（双语类）,动力工程及工程热物理,807
能源与动力工程（单列）,动力工程及工程热物理,807
能源与动力工程（单列类）,动力工程及工程热物理,807
能源与动力工程（能源卓越计划实验班）,动力工程及工程热物理,807
能源与动力工程（普通类）,动力工程及工程热物理,807
能源与环境系统工程,动力工程及工程热物理,807
能源化学工程,动力工程及工程热物理,807
能源动力与工程,动力工程及工程热物理,807
能源动力类,动力工程及工程热物理,807
能源动力类 ?（能动）,动力工程及工程热物理,807
能源动力类 ?（新能源）,动力工程及工程热物理,807
能源动力类（工学Ⅱ）,动力工程及工程热物理,807
能源动力类(含能源与动力工程、能源与环境系统工程),动力工程及工程热物理,807
能源动力类（能动）,动力工程及工程热物理,807
能源动力类(能源与动力工程、能源与环境系统工程),动力工程及工程热物理,807
能源动力类（新能源）,动力工程及工程热物理,807
能源动力类（新能源科学与工程、能源与动力工程、核工程与核技术）,动力工程及工程热物理,807
能源经济,理论经济学;应用经济学,201;202
预防医学,公共卫生与预防医学,1004
预防医学 ,公共卫生与预防医学,1004
预防医学(五年),公共卫生与预防医学,1004
预防医学（五年制）,公共卫生与预防医学,1004
预防医学（分院）,公共卫生与预防医学,1004
预防医学（学制五年）,公共卫生与预防医学,1004
预防医学(南单理）,公共卫生与预防医学,1004
理工实验班,文科实验班;理科实验班;工科实验班;all,1301;1302;1303;1304
理工类实验班,文科实验班;理科实验班;工科实验班;all,1301;1302;1303;1304
理论与应用力学 ,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
理论与应用力学(基地班),数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
理论与应用力学基地班,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
理学工学类,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
理学与材料菁英班,材料科学与工程,805
理学与材料菁英班(民族班),材料科学与工程,805
理学与材料菁英班（国家专项）,材料科学与工程,805
理学与材料菁英班(国家专项),材料科学与工程,805
理科,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
理科工程与工艺,数学;物理学;化学;天文学;地理学;大气科学;海洋科学;地球物理学;地质学;生物学;系统科学,701;702;703;704;705;706;707;708;709;710;711
理科试验班,理科实验班,1302
理科试验班（化学优培计划）,化学,703
理科试验班（化学类）,化学,703
理科试验班（可选专业：数学、物理、化学、生物）,化学,703
理科试验班（可选专业：数学、物理学、化学、生物学）,化学,703
理科试验班(弘毅学堂),理科实验班,1302
理科试验班（环境理工、环境经管）,环境科学与工程,830
理科试验班（环境理工、环境经管，民考汉）,环境科学与工程,830
理科试验班（环境理工、环境经管，国家专项）,环境科学与工程,830
理科试验班（国家专项）,理科实验班,1302
理科试验班（物理、化学与心理学）,化学,703
理科试验班（物理、化学与心理学，国家专项）,化学,703
理科试验班（物理类）,化学,703
理科试验班(信息与通信基础科学),信息与通讯工程,810
理科试验班（信息与数学）,信息与通讯工程,810
理科试验班（信息与数学，国家专项）,信息与通讯工程,810
理科试验班（钱伟长学院（国家试点学院））,理科实验班,1302
理科试验班(资源与环境类),农业资源与环境,903
理科试验班（海洋类）,海洋科学,707
理科试验班(数学与信息科学),信息与通讯工程,810
理科试验班（数学类）,数学,701
理科试验班(数理科学类),理科实验班,1302
理科试验班类,理科实验班,1302
理科试验班类（中法工程师学院）,理科实验班,1302
理科试验班类(中法工程师学院),理科实验班,1302
理科试验班类(化学与生命科学类),化学,703
理科试验班类(弘毅学堂),理科实验班,1302
理科试验班类(匡亚明学院大理科班),理科实验班,1302
理科试验班类(地球科学与资源环境类),环境科学与工程,830
理科试验班类（高等理科学院）,理科实验班,1302
理科试验班类(高等理科学院),理科实验班,1302
捷克语,外国语言文学,502
教育技术学,教育学,401
教育技术学（公费师范）,教育学,401
教育技术学(师范),教育学,401
教育技术学（师范）,教育学,401
教育学,教育学,401
教育学（文史）,教育学,401
教育学（师范）,教育学,401
教育学(师范),教育学,401
教育学（师范类）,教育学,401
教育学（国家试点学院）,教育学,401
教育学(国家试点学院),教育学,401
教育学（晏阳初实验班）,教育学,401
教育学(晏阳初实验班),教育学,401
教育学（理工）,教育学,401
教育学类,教育学,401
教育学类（中外合作办学）,教育学,401
教育学类（中外合作办学）学前教育,教育学,401
教育学类(学前教育、小学教育)(师范),教育学,401
教育学类(晏阳初实验班),教育学,401
教育学类（教育技术学、学前教育、小学教育）,教育学,401
教育康复学,教育学,401
探测制导与控制技术,地质资源与地质工程,818
探测制导与控制技术（航天）,控制科学与工程,811
基础医学,基础医学,1001
基础医学(五年),基础医学,1001
基础医学（五年制）,基础医学,1001
基础医学（基地班）,基础医学,1001
基础医学(基地班),基础医学,1001
勘查技术与工程,轻工技术与工程,822
勘查技术与工程(钻探工程方向),轻工技术与工程,822
勘查技术与工程(勘查地球物理方向),轻工技术与工程,822
救助与打捞工程,轻工技术与工程,822
眼视光医学,临床医学,1002
眼视光医学(五年),临床医学,1002
眼视光学,物理学,702
野生动物与自然保护区管理,林学,907
野生动物与自然保护区管理（森林康养方向）,林学,907
船舶与海洋工程,船舶与海洋工程,824
船舶与海洋工程（船舶与海洋卓越计划实验班）,船舶与海洋工程,824
麻醉学,临床医学,1002
麻醉学(五年),临床医学,1002
康复治疗学,临床医学,1002
商务英语,外国语言文学,502
商务经济学,理论经济学;应用经济学,201;202
越南语,外国语言文学,502
葡萄与葡萄酒工程,外国语言文学,502
葡萄牙语,外国语言文学,502
葡萄酒与葡萄酒工程,外国语言文学,502
朝鲜语,外国语言文学,502
朝鲜语（韩语）,外国语言文学,502
植物生产类,生物学,710
植物生产类（Ⅰ）,生物学,710
植物生产类（Ⅱ）,生物学,710
植物生产类（双语班）,生物学,710
植物生产类（农学、园艺）,生物学,710
植物生产类（预科）,生物学,710
植物科学与技术,生物学,710
植物科学与技术(中外合作办学),生物学,710
植物保护,植物保护,904
森林工程,林业工程,829
森林保护,林学,907
智能电网信息工程,控制科学与工程,811
智能医学工程,控制科学与工程,811
智能制造工程,控制科学与工程,811
智能制造与车辆实验班,控制科学与工程,811
智能制造与车辆实验班(民族班),控制科学与工程,811
智能制造与车辆实验班(国家专项),控制科学与工程,811
智能建造,控制科学与工程,811
智能科学与技术,控制科学与工程,811
智能科学与技术(智能媒体技术方向),控制科学与工程,811
税收学,应用经济学,202
集成电路设计,电子科学与技术,809
集成电路设计与集成系统,电子科学与技术,809
集成电路设计与集成系统（集成电路卓越计划实验班）,电子科学与技术,809
道路桥梁与渡河工程,土木工程,814
道路桥梁与渡河工程（中外合作办学）,土木工程,814
道路桥梁与渡河工程（国际工程班）,土木工程,814
港口航道与海岸工程,水利工程,815
港口航道与海岸工程（定向）,水利工程,815
港口航道与海岸工程(定向),水利工程,815
编辑出版学,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
编辑出版学 ,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
编辑出版学（网络编辑方向）,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
编辑出版学（蒙授）,中国语言文学;外国语言文学;新闻传播学;艺术学,501;502;503;504
瑞典语,外国语言文学,502
摄影,测绘科学与技术,816
蒙古语言文学（文理综合班）,外国语言文学,502
蒙古语言文学（基地）,外国语言文学,502
蒙古语言文学（基里尔蒙古文）,外国语言文学,502
蜂学,畜牧学,905
微电子与集成电路类,电子科学与技术,809
微电子科学与工程,电子科学与技术,809
微电子科学与工程（民）,电子科学与技术,809
微电子科学与工程（定向）,电子科学与技术,809
微电子科学与技术,电子科学与技术,809
遥感科学与技术,测绘科学与技术,816
遥感科学与技术(遥感科学与技术类),测绘科学与技术,816
新闻,新闻传播学,503
新闻传播学,新闻传播学,503
新闻传播学类,新闻传播学,503
新闻传播学类 ,新闻传播学,503
新闻传播学类（文）,新闻传播学,503
新闻传播学类（双语类）,新闻传播学,503
新闻传播学类（民考汉）,新闻传播学,503
新闻传播学类(民族班),新闻传播学,503
新闻传播学类(含新闻学、广播电视学、广告学、网络与新媒体),新闻传播学,503
新闻传播学类（国家专项）,新闻传播学,503
新闻传播学类（单列类）,新闻传播学,503
新闻传播学类(定向),新闻传播学,503
新闻传播学类（按新媒体类培养）,新闻传播学,503
新闻传播学类（高校专项）,新闻传播学,503
新闻传播学类（理）,新闻传播学,503
新闻传播学类（普通类）,新闻传播学,503
新闻传播学类（新闻学、广播电视学）,新闻传播学,503
新闻传播学类(新闻学、广播电视学、广告学、网络与新媒体),新闻传播学,503
新闻传播类,新闻传播学,503
新闻学,新闻传播学,503
新闻学（文史）,新闻传播学,503
新闻学（双语类）,新闻传播学,503
新闻学（卓越人才实验班）,新闻传播学,503
新闻学（国际新闻）,新闻传播学,503
新闻学（国家贫困专项）,新闻传播学,503
新闻学（单列）,新闻传播学,503
新闻学(法制新闻）,新闻传播学,503
新闻学（法制新闻）,新闻传播学,503
新闻学（经济新闻方向）,新闻传播学,503
新闻学（理工）,新闻传播学,503
新闻学（厦门大学马来西亚分校）,新闻传播学,503
新闻学（普通类）,新闻传播学,503
新闻学（蒙授）,新闻传播学,503
新闻学(数据新闻报道方向),新闻传播学,503
新能源材料与器件,农业工程,828
新能源科学与工程,农业工程,828
新能源科学与工程（厦门大学马来西亚分校）,农业工程,828
意大利语,外国语言文学,502
粮食工程,食品科学与工程,832
数字媒体艺术,新闻传播学,503
数字媒体技术,新闻传播学,503
数字媒体技术 ,新闻传播学,503
数字媒体技术（中外合作办学 中爱）,新闻传播学,503
数字媒体技术（中外合作办学）,新闻传播学,503
数字媒体技术（厦门大学马来西亚分校）,新闻传播学,503
数字媒体技术（游戏设计技术方向）,新闻传播学,503
数字媒体技术(游戏设计技术方向),新闻传播学,503
数学,数学,701
数学与应用数学,数学,701
数学与应用数学（与金融学复合）,数学,701
数学与应用数学（公费师范）,数学,701
数学与应用数学（双语类）,数学,701
数学与应用数学(师范),数学,701
数学与应用数学（师范）,数学,701
数学与应用数学(师范类),数学,701
数学与应用数学（免费师范）,数学,701
数学与应用数学(英才班),数学,701
数学与应用数学（金融数学方向）,数学,701
数学与应用数学（单列）,数学,701
数学与应用数学（单列类）,数学,701
数学与应用数学(南单理）,数学,701
数学与应用数学（信息英才班）,数学,701
数学与应用数学(信息英才班),数学,701
数学与应用数学（预科）,数学,701
数学与应用数学（基地班）,数学,701
数学与应用数学(基地班),数学,701
数学与应用数学（基础学科拔尖人才培养实验班）,数学,701
数学与应用数学（厦门大学马来西亚分校）,数学,701
数学与应用数学（普通类）,数学,701
数学与应用数学（数学与经济学双学位班）,数学,701
数学与应用数学（数学经济创新班）,数学,701
数学与应用数学(数学经济创新班),数学,701
数学和应用数学,数学,701
数学类,数学,701
数学类 ,数学,701
数学类(含数学与应用数学(基地班)、信息与计算科学),数学,701
数学类(含数学与应用数学、信息与计算科学专业),数学,701
数学类（应用数学与统计）,数学,701
数学类(应用数学与统计),数学,701
数学类(茅以升学院),数学,701
数学类（金融数学）,数学,701
数学类（信息与计算科学、数学与应用数学）,数学,701
数学类(信息与计算科学、数学与应用数学),数学,701
数学类（数学与应用数学(与金融学复合)、信息与计算科学、数学与应用,数学,701
数学类(数学与应用数学、信息与计算科学),数学,701
数学类(数学与应用数学、信息与计算科学) ,数学,701
数学类(数学与应用数学、信息与计算科学)(含基地班),数学,701
数学类（数学与应用数学、信息与计算科学、统计学、金融数学）,数学,701
数学类（数学与应用数学、统计学）,数学,701
数学类(数理实验班),数学,701
数学菁英班,数学,701
数学菁英班（国家专项）,数学,701
数理基础科学（数理基地，物理学）,数学,701
"数理基础科学（数理基地,数学）",数学,701
数据科学与大数据,计算机科学与技术,812
数据科学与大数据技术,计算机科学与技术,812
数据科学与大数据技术（双语类）,计算机科学与技术,812
数据科学与大数据技术(传媒大数据方向),计算机科学与技术,812
数据科学与大数据技术（单列类）,计算机科学与技术,812
数据科学与大数据技术（普通类）,计算机科学与技术,812
塞尔维亚语,外国语言文学,502
酿酒工程,食品科学与工程,832
舞蹈表演,艺术学,504
舞蹈学,艺术学,504
管理科学,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与 ?工程类,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类  （大数据管理类）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（中外合作）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（中外合作办学）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(文),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（文）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(文史),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（文科）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（含信息管理与信息系统）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(含信息管理与信息系统、工程管理、物流管理专业),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（含信息管理与信息系统专业、管理科学专业<金融工程方向>）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程、电子商务）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(信息管理与信息系统、工业工程、电子商务）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程、电子商务、物流,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(信息管理与信息系统、工业工程、电子商务、物流管,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程、电子商务、物流管,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（理）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(理),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(理工),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（管理科学<金融工程方向>,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（管理科学专业<金融工程方向>）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
僧伽罗语,外国语言文学,502
精细化工,化学工程与技术,817
精算学,数学,701
播音与主持艺术,艺术学,504
播音与主持艺术（艺术文）,艺术学,504
播音与主持艺术（艺术理）,艺术学,504
德语,外国语言文学,502
德语 ,外国语言文学,502
德语(师范),外国语言文学,502
德语（国际传播）,外国语言文学,502
德语（经济学）,外国语言文学,502
德语（涉外法商）,外国语言文学,502
德语（商务）,外国语言文学,502
雕塑,艺术学,504
翻译,外国语言文学,502
翻译(双外语),外国语言文学,502
翻译（涉外法商）,外国语言文学,502
